-4.71618072462446e-13,5.7880374499189e-13,-10.5792702298397,-2.78571399903673e-13,1.06930383979519e-13,-33.5611470805815,2.08920171728774,2.67381051321099,-8.25649579606192e-14,0.681674852649845,0.872427482215075,-1.49550077781773e-15
-2.76253852471692e-13,-10.5792702298364,3.65643237717221e-13,-1.57986664807915e-13,-33.5611470805818,-3.91306079506089e-13,2.08920171728764,3.19571530417724e-14,-3.33737630357277,0.681674852649809,-2.67416486418618e-14,-1.08898824021292
-1.10446077158141e-12,5.39425224305994e-13,10.5792702298399,-4.98842621311583e-13,1.46950782720053e-15,33.5611470805828,2.08920171728771,-2.67381051321115,-2.01329741275689e-14,0.681674852649837,-0.872427482215095,3.14520381490526e-15
-1.43751896374556e-12,10.5792702298374,-5.73595249673094e-13,-7.89084427473603e-14,33.561147080582,-4.52309063466585e-13,2.08920171728766,-1.50778364207e-13,3.33737630357266,0.681674852649805,-2.58111005475205e-14,1.0889882402129
-10.5792702298344,4.07850859671704e-13,2.64828555156951e-13,-33.5611470805811,6.42620548449616e-13,-3.98570286481176e-13,3.58147166217348e-14,-1.33690525660551,-2.49478896949562e-14,3.29530639991301e-16,-0.436213741107526,2.48761525558318e-15
-10.5792702298347,6.71549128988715e-13,3.28630924003768e-13,-33.561147080582,-1.21081605863104e-13,-7.73382377838236e-14,-1.29603520041478e-14,1.33690525660557,-4.50031321205537e-14,-2.0789852017376e-16,0.436213741107534,-9.9149661239088e-16
4.53141143175277e-13,2.55704631619057e-13,-10.5792702298391,-5.29740812998416e-14,-3.21197240660187e-13,-33.5611470805815,-2.08920171728773,-2.67381051321098,7.73880883859495e-14,-0.681674852649842,-0.872427482215095,1.93249006268634e-15
1.22766049907746e-12,-10.5792702298371,8.95456744623132e-13,1.60156869797654e-13,-33.5611470805816,-5.5579781632047e-15,-2.08920171728779,-3.18998342514421e-14,3.33737630357271,-0.681674852649831,-1.93147821091858e-14,1.08898824021291
6.80240450451092e-13,-3.45219539562472e-13,10.5792702298403,2.56533651116835e-13,-1.95631220648854e-13,33.5611470805823,-2.08920171728778,2.67381051321112,1.27263421165669e-14,-0.681674852649845,0.872427482215065,6.78525075613596e-15
-8.79847004894909e-13,10.5792702298365,6.88779830544376e-13,2.81144769054833e-13,33.5611470805822,-2.74235714742736e-13,-2.08920171728771,8.55498152173353e-14,-3.33737630357269,-0.681674852649835,-2.39256981945009e-14,-1.08898824021293
10.5792702298347,-4.60014217369791e-13,-2.40955635808832e-13,33.5611470805817,1.93480655362368e-14,4.78904719469968e-13,-3.68623011430898e-14,1.3369052566055,6.19286975073607e-15,-3.3218962937587e-16,0.436213741107513,-1.24282633159566e-15
10.5792702298345,-7.17094444828465e-13,-2.9572098517146e-13,33.5611470805816,-3.33957958500239e-14,5.8829322312367e-14,1.5531270384437e-14,-1.33690525660558,3.72393753014592e-14,1.30606594091513e-15,-0.436213741107542,-2.14936538635932e-15
